"","Channel 7 Ave. (C)"
"12:21:50","-8.330"
"12:22:00","-8.308"
"12:22:10","-8.273"
"12:22:20","-8.245"
"12:22:30","-8.207"
"12:22:40","-8.167"
"12:22:50","-8.137"
"12:23:00","-8.108"
"12:23:10","-8.082"
"12:23:20","-8.060"
"12:23:30","-8.029"
"12:23:40","-8.001"
"12:23:50","-7.972"
"12:24:00","-7.948"
"12:24:10","-7.912"
"12:24:20","-7.874"
"12:24:30","-7.833"
"12:24:40","-7.805"
"12:24:50","-7.773"
"12:25:00","-7.749"
"12:25:10","-7.717"
"12:25:20","-7.683"
"12:25:30","-7.641"
"12:25:40","-7.602"
"12:25:50","-7.576"
"12:26:00","-7.582"
"12:26:10","-7.635"
"12:26:20","-7.787"
"12:26:30","-7.975"
"12:26:40","-8.180"
"12:26:50","-8.324"
"12:27:00","-8.552"
"12:27:10","-8.813"
"12:27:20","-9.089"
"12:27:30","-9.269"
"12:27:40","-9.412"
"12:27:50","-9.464"
"12:28:00","-9.426"
"12:28:10","-9.344"
"12:28:20","-9.368"
"12:28:30","-9.360"
"12:28:40","-9.348"
"12:28:50","-9.336"
"12:29:00","-9.313"
"12:29:10","-9.309"
"12:29:20","-9.272"
"12:29:30","-9.208"
"12:29:40","-9.175"
"12:29:50","-9.179"
"12:30:00","-9.176"
"12:30:10","-9.155"
"12:30:20","-9.138"
"12:30:30","-9.142"
"12:30:40","-9.109"
"12:30:50","-9.079"
"12:31:00","-9.047"
"12:31:10","-9.038"
"12:31:20","-9.041"
"12:31:30","-8.992"
"12:31:40","-8.953"
"12:31:50","-8.922"
"12:32:00","-8.880"
"12:32:10","-8.844"
"12:32:20","-8.825"
"12:32:30","-8.806"
"12:32:40","-8.768"
"12:32:50","-8.746"
"12:33:00","-8.703"
"12:33:10","-8.672"
"12:33:20","-8.646"
"12:33:30","-8.606"
"12:33:40","-8.577"
"12:33:50","-8.544"
"12:34:00","-8.511"
"12:34:10","-8.483"
"12:34:20","-8.458"
"12:34:30","-8.432"
"12:34:40","-8.386"
"12:34:50","-8.350"
"12:35:00","-8.296"
"12:35:10","-8.258"
"12:35:20","-8.221"
"12:35:30","-8.190"
"12:35:40","-8.161"
"12:35:50","-8.113"
"12:36:00","-8.084"
"12:36:10","-8.048"
"12:36:20","-8.004"
"12:36:30","-7.968"
"12:36:40","-7.925"
"12:36:50","-7.895"
"12:37:00","-7.928"
"12:37:10","-8.007"
"12:37:20","-8.165"
"12:37:30","-8.361"
"12:37:40","-8.542"
"12:37:50","-8.728"
"12:38:00","-8.966"
"12:38:10","-9.191"
"12:38:20","-9.403"
"12:38:30","-9.592"
"12:38:40","-9.732"
"12:38:50","-9.773"
"12:39:00","-9.725"
"12:39:10","-9.625"
"12:39:20","-9.654"
"12:39:30","-9.692"
"12:39:40","-9.701"
"12:39:50","-9.659"
"12:40:00","-9.555"
"12:40:10","-9.502"
"12:40:20","-9.467"
"12:40:30","-9.471"
"12:40:40","-9.493"
"12:40:50","-9.496"
"12:41:00","-9.499"
"12:41:10","-9.440"
"12:41:20","-9.405"
"12:41:30","-9.355"
"12:41:40","-9.328"
"12:41:50","-9.334"
"12:42:00","-9.338"
"12:42:10","-9.298"
"12:42:20","-9.248"
"12:42:30","-9.219"
"12:42:40","-9.175"
"12:42:50","-9.132"
"12:43:00","-9.098"
"12:43:10","-9.065"
"12:43:20","-9.033"
"12:43:30","-9.009"
"12:43:40","-8.988"
"12:43:50","-8.959"
"12:44:00","-8.921"
"12:44:10","-8.869"
"12:44:20","-8.843"
"12:44:30","-8.813"
"12:44:40","-8.777"
"12:44:50","-8.752"
"12:45:00","-8.706"
"12:45:10","-8.678"
"12:45:20","-8.648"
"12:45:30","-8.622"
"12:45:40","-8.599"
"12:45:50","-8.568"
"12:46:00","-8.527"
"12:46:10","-8.486"
"12:46:20","-8.450"
"12:46:30","-8.414"
"12:46:40","-8.382"
"12:46:50","-8.332"
"12:47:00","-8.303"
"12:47:10","-8.274"
"12:47:20","-8.238"
"12:47:30","-8.197"
"12:47:40","-8.188"
"12:47:50","-8.210"
"12:48:00","-8.330"
"12:48:10","-8.492"
"12:48:20","-8.692"
"12:48:30","-8.861"
"12:48:40","-9.049"
"12:48:50","-9.271"
"12:49:00","-9.523"
"12:49:10","-9.766"
"12:49:20","-9.852"
"12:49:30","-9.938"
"12:49:40","-9.910"
"12:49:50","-9.856"
"12:50:00","-9.828"
"12:50:10","-9.843"
"12:50:20","-9.877"
"12:50:30","-9.910"
"12:50:40","-9.851"
"12:50:50","-9.782"
"12:51:00","-9.746"
"12:51:10","-9.722"
"12:51:20","-9.735"
"12:51:30","-9.731"
"12:51:40","-9.697"
"12:51:50","-9.660"
"12:52:00","-9.657"
"12:52:10","-9.628"
"12:52:20","-9.638"
"12:52:30","-9.604"
"12:52:40","-9.569"
"12:52:50","-9.526"
"12:53:00","-9.498"
"12:53:10","-9.481"
"12:53:20","-9.449"
"12:53:30","-9.409"
"12:53:40","-9.369"
"12:53:50","-9.330"
"12:54:00","-9.301"
"12:54:10","-9.269"
"12:54:20","-9.242"
"12:54:30","-9.212"
"12:54:40","-9.178"
"12:54:50","-9.144"
"12:55:00","-9.112"
"12:55:10","-9.062"
"12:55:20","-9.024"
"12:55:30","-8.995"
"12:55:40","-8.955"
"12:55:50","-8.919"
"12:56:00","-8.879"
"12:56:10","-8.853"
"12:56:20","-8.824"
"12:56:30","-8.781"
"12:56:40","-8.743"
"12:56:50","-8.714"
"12:57:00","-8.673"
"12:57:10","-8.630"
"12:57:20","-8.593"
"12:57:30","-8.557"
"12:57:40","-8.519"
"12:57:50","-8.473"
"12:58:00","-8.434"
"12:58:10","-8.409"
"12:58:20","-8.391"
"12:58:30","-8.435"
"12:58:40","-8.553"
"12:58:50","-8.721"
"12:59:00","-8.895"
"12:59:10","-9.050"
"12:59:20","-9.236"
"12:59:30","-9.517"
"12:59:40","-9.742"
"12:59:50","-10.046"
"13:00:00","-10.196"
"13:00:10","-10.160"
"13:00:20","-10.116"
"13:00:30","-10.189"
"13:00:40","-10.120"
"13:00:50","-10.044"
"13:01:00","-9.990"
"13:01:10","-9.983"
"13:01:20","-9.956"
"13:01:30","-9.964"
"13:01:40","-9.979"
"13:01:50","-9.940"
"13:02:00","-9.921"
"13:02:10","-9.912"
"13:02:20","-9.862"
"13:02:30","-9.838"
"13:02:40","-9.841"
"13:02:50","-9.819"
"13:03:00","-9.783"
"13:03:10","-9.749"
"13:03:20","-9.717"
"13:03:30","-9.707"
"13:03:40","-9.679"
"13:03:50","-9.639"
"13:04:00","-9.607"
"13:04:10","-9.567"
"13:04:20","-9.530"
"13:04:30","-9.510"
"13:04:40","-9.476"
"13:04:50","-9.435"
"13:05:00","-9.415"
"13:05:10","-9.396"
"13:05:20","-9.356"
"13:05:30","-9.311"
"13:05:40","-9.275"
"13:05:50","-9.239"
"13:06:00","-9.203"
"13:06:10","-9.173"
"13:06:20","-9.138"
"13:06:30","-9.104"
"13:06:40","-9.070"
"13:06:50","-9.030"
"13:07:00","-8.996"
"13:07:10","-8.954"
"13:07:20","-8.921"
"13:07:30","-8.887"
"13:07:40","-8.851"
"13:07:50","-8.813"
"13:08:00","-8.792"
"13:08:10","-8.762"
"13:08:20","-8.714"
"13:08:30","-8.656"
"13:08:40","-8.617"
"13:08:50","-8.597"
"13:09:00","-8.598"
"13:09:10","-8.648"
"13:09:20","-8.764"
"13:09:30","-8.954"
"13:09:40","-9.143"
"13:09:50","-9.309"
"13:10:00","-9.486"
"13:10:10","-9.775"
"13:10:20","-10.063"
"13:10:30","-10.226"
"13:10:40","-10.420"
"13:10:50","-10.502"
"13:11:00","-10.447"
"13:11:10","-10.312"
"13:11:20","-10.314"
"13:11:30","-10.294"
"13:11:40","-10.313"
"13:11:50","-10.247"
"13:12:00","-10.156"
"13:12:10","-10.165"
"13:12:20","-10.165"
"13:12:30","-10.118"
"13:12:40","-10.128"
"13:12:50","-10.111"
"13:13:00","-10.083"
"13:13:10","-10.045"
"13:13:20","-10.011"
"13:13:30","-9.996"
"13:13:40","-9.974"
"13:13:50","-9.946"
"13:14:00","-9.907"
"13:14:10","-9.897"
"13:14:20","-9.871"
"13:14:30","-9.826"
"13:14:40","-9.788"
"13:14:50","-9.742"
"13:15:00","-9.707"
"13:15:10","-9.667"
"13:15:20","-9.641"
"13:15:30","-9.607"
"13:15:40","-9.567"
"13:15:50","-9.523"
"13:16:00","-9.492"
"13:16:10","-9.453"
"13:16:20","-9.405"
"13:16:30","-9.367"
"13:16:40","-9.340"
"13:16:50","-9.301"
"13:17:00","-9.268"
"13:17:10","-9.237"
"13:17:20","-9.194"
"13:17:30","-9.157"
"13:17:40","-9.133"
"13:17:50","-9.092"
"13:18:00","-9.047"
"13:18:10","-9.018"
"13:18:20","-8.958"
"13:18:30","-8.938"
"13:18:40","-8.905"
"13:18:50","-8.858"
"13:19:00","-8.820"
"13:19:10","-8.784"
"13:19:20","-8.755"
"13:19:30","-8.723"
"13:19:40","-8.704"
"13:19:50","-8.765"
"13:20:00","-8.875"
"13:20:10","-9.043"
"13:20:20","-9.232"
"13:20:30","-9.400"
"13:20:40","-9.568"
"13:20:50","-9.828"
"13:21:00","-10.048"
"13:21:10","-10.288"
"13:21:20","-10.392"
"13:21:30","-10.404"
"13:21:40","-10.362"
"13:21:50","-10.372"
"13:22:00","-10.380"
"13:22:10","-10.413"
"13:22:20","-10.389"
"13:22:30","-10.299"
"13:22:40","-10.267"
"13:22:50","-10.227"
"13:23:00","-10.170"
"13:23:10","-10.153"
"13:23:20","-10.142"
"13:23:30","-10.131"
"13:23:40","-10.130"
"13:23:50","-10.119"
"13:24:00","-10.111"
"13:24:10","-10.076"
"13:24:20","-10.039"
"13:24:30","-10.001"
"13:24:40","-9.967"
"13:24:50","-9.947"
"13:25:00","-9.907"
"13:25:10","-9.879"
"13:25:20","-9.839"
"13:25:30","-9.796"
"13:25:40","-9.759"
"13:25:50","-9.732"
"13:26:00","-9.707"
"13:26:10","-9.668"
"13:26:20","-9.630"
"13:26:30","-9.591"
"13:26:40","-9.551"
"13:26:50","-9.504"
"13:27:00","-9.456"
"13:27:10","-9.416"
"13:27:20","-9.375"
"13:27:30","-9.351"
"13:27:40","-9.310"
"13:27:50","-9.283"
"13:28:00","-9.247"
"13:28:10","-9.221"
"13:28:20","-9.183"
"13:28:30","-9.129"
"13:28:40","-9.070"
"13:28:50","-9.041"
"13:29:00","-9.006"
"13:29:10","-8.970"
"13:29:20","-8.943"
"13:29:30","-8.903"
"13:29:40","-8.860"
"13:29:50","-8.812"
"13:30:00","-8.783"
"13:30:10","-8.742"
"13:30:20","-8.746"
"13:30:30","-8.777"
"13:30:40","-8.913"
"13:30:50","-9.078"
"13:31:00","-9.264"
"13:31:10","-9.412"
"13:31:20","-9.595"
"13:31:30","-9.842"
"13:31:40","-10.117"
"13:31:50","-10.334"
"13:32:00","-10.415"
"13:32:10","-10.455"
"13:32:20","-10.544"
"13:32:30","-10.531"
"13:32:40","-10.424"
"13:32:50","-10.370"
"13:33:00","-10.334"
"13:33:10","-10.296"
"13:33:20","-10.298"
"13:33:30","-10.232"
"13:33:40","-10.221"
"13:33:50","-10.199"
"13:34:00","-10.195"
"13:34:10","-10.168"
"13:34:20","-10.160"
"13:34:30","-10.166"
"13:34:40","-10.154"
"13:34:50","-10.102"
"13:35:00","-10.077"
"13:35:10","-10.064"
"13:35:20","-10.026"
"13:35:30","-10.007"
"13:35:40","-9.982"
"13:35:50","-9.953"
"13:36:00","-9.912"
"13:36:10","-9.884"
"13:36:20","-9.836"
"13:36:30","-9.802"
"13:36:40","-9.771"
"13:36:50","-9.732"
"13:37:00","-9.698"
"13:37:10","-9.659"
"13:37:20","-9.618"
"13:37:30","-9.591"
"13:37:40","-9.557"
"13:37:50","-9.521"
"13:38:00","-9.478"
"13:38:10","-9.427"
"13:38:20","-9.404"
"13:38:30","-9.365"
"13:38:40","-9.341"
"13:38:50","-9.317"
"13:39:00","-9.272"
"13:39:10","-9.234"
"13:39:20","-9.185"
"13:39:30","-9.150"
"13:39:40","-9.108"
"13:39:50","-9.066"
"13:40:00","-9.016"
"13:40:10","-8.983"
"13:40:20","-8.948"
"13:40:30","-8.896"
"13:40:40","-8.869"
"13:40:50","-8.829"
"13:41:00","-8.790"
"13:41:10","-8.799"
"13:41:20","-8.856"
"13:41:30","-8.968"
"13:41:40","-9.192"
"13:41:50","-9.375"
"13:42:00","-9.517"
"13:42:10","-9.715"
"13:42:20","-9.955"
"13:42:30","-10.246"
"13:42:40","-10.455"
"13:42:50","-10.637"
"13:43:00","-10.681"
"13:43:10","-10.590"
"13:43:20","-10.555"
"13:43:30","-10.591"
"13:43:40","-10.564"
"13:43:50","-10.493"
"13:44:00","-10.474"
"13:44:10","-10.475"
"13:44:20","-10.484"
"13:44:30","-10.431"
"13:44:40","-10.369"
"13:44:50","-10.331"
"13:45:00","-10.311"
"13:45:10","-10.293"
"13:45:20","-10.247"
"13:45:30","-10.231"
"13:45:40","-10.194"
"13:45:50","-10.186"
"13:46:00","-10.158"
"13:46:10","-10.140"
"13:46:20","-10.100"
"13:46:30","-10.071"
"13:46:40","-10.033"
"13:46:50","-10.001"
"13:47:00","-9.973"
"13:47:10","-9.938"
"13:47:20","-9.908"
"13:47:30","-9.865"
"13:47:40","-9.845"
"13:47:50","-9.802"
"13:48:00","-9.763"
"13:48:10","-9.729"
"13:48:20","-9.696"
"13:48:30","-9.641"
"13:48:40","-9.602"
"13:48:50","-9.570"
"13:49:00","-9.535"
"13:49:10","-9.499"
"13:49:20","-9.459"
"13:49:30","-9.433"
"13:49:40","-9.383"
"13:49:50","-9.350"
"13:50:00","-9.315"
"13:50:10","-9.268"
"13:50:20","-9.231"
"13:50:30","-9.198"
"13:50:40","-9.162"
"13:50:50","-9.116"
"13:51:00","-9.078"
"13:51:10","-9.031"
"13:51:20","-8.992"
"13:51:30","-8.964"
"13:51:40","-8.902"
"13:51:50","-8.856"
"13:52:00","-8.847"
"13:52:10","-8.870"
"13:52:20","-8.953"
"13:52:30","-9.132"
"13:52:40","-9.336"
"13:52:50","-9.533"
"13:53:00","-9.689"
"13:53:10","-9.901"
"13:53:20","-10.107"
"13:53:30","-10.394"
"13:53:40","-10.632"
"13:53:50","-10.756"
"13:54:00","-10.719"
"13:54:10","-10.696"
"13:54:20","-10.672"
"13:54:30","-10.649"
"13:54:40","-10.607"
"13:54:50","-10.624"
"13:55:00","-10.617"
"13:55:10","-10.533"
"13:55:20","-10.492"
"13:55:30","-10.456"
"13:55:40","-10.386"
"13:55:50","-10.356"
"13:56:00","-10.344"
"13:56:10","-10.316"
"13:56:20","-10.267"
"13:56:30","-10.228"
"13:56:40","-10.238"
"13:56:50","-10.223"
"13:57:00","-10.196"
"13:57:10","-10.150"
"13:57:20","-10.121"
"13:57:30","-10.091"
"13:57:40","-10.064"
"13:57:50","-10.016"
"13:58:00","-9.983"
"13:58:10","-9.952"
"13:58:20","-9.917"
"13:58:30","-9.882"
"13:58:40","-9.851"
"13:58:50","-9.797"
"13:59:00","-9.750"
"13:59:10","-9.726"
"13:59:20","-9.688"
"13:59:30","-9.637"
"13:59:40","-9.587"
"13:59:50","-9.563"
"14:00:00","-9.521"
"14:00:10","-9.492"
"14:00:20","-9.467"
"14:00:30","-9.422"
"14:00:40","-9.372"
"14:00:50","-9.325"
"14:01:00","-9.296"
"14:01:10","-9.244"
"14:01:20","-9.203"
"14:01:30","-9.174"
"14:01:40","-9.105"
"14:01:50","-9.082"
"14:02:00","-9.049"
"14:02:10","-9.000"
"14:02:20","-8.959"
"14:02:30","-8.918"
"14:02:40","-8.886"
"14:02:50","-8.896"
"14:03:00","-8.968"
"14:03:10","-9.099"
"14:03:20","-9.280"
"14:03:30","-9.459"
"14:03:40","-9.622"
"14:03:50","-9.816"
"14:04:00","-10.081"
"14:04:10","-10.357"
"14:04:20","-10.525"
"14:04:30","-10.625"
"14:04:40","-10.651"
"14:04:50","-10.647"
"14:05:00","-10.620"
"14:05:10","-10.586"
"14:05:20","-10.516"
"14:05:30","-10.510"
"14:05:40","-10.481"
"14:05:50","-10.420"
"14:06:00","-10.400"
"14:06:10","-10.432"
"14:06:20","-10.419"
"14:06:30","-10.378"
"14:06:40","-10.329"
"14:06:50","-10.310"
"14:07:00","-10.304"
"14:07:10","-10.260"
"14:07:20","-10.233"
"14:07:30","-10.202"
"14:07:40","-10.175"
"14:07:50","-10.132"
"14:08:00","-10.097"
"14:08:10","-10.078"
"14:08:20","-10.051"
"14:08:30","-10.009"
"14:08:40","-9.981"
"14:08:50","-9.948"
"14:09:00","-9.917"
"14:09:10","-9.884"
"14:09:20","-9.842"
"14:09:30","-9.803"
"14:09:40","-9.758"
"14:09:50","-9.715"
"14:10:00","-9.664"
"14:10:10","-9.630"
"14:10:20","-9.594"
"14:10:30","-9.558"
"14:10:40","-9.511"
"14:10:50","-9.479"
"14:11:00","-9.451"
"14:11:10","-9.423"
"14:11:20","-9.389"
"14:11:30","-9.345"
"14:11:40","-9.302"
"14:11:50","-9.253"
"14:12:00","-9.210"
"14:12:10","-9.173"
"14:12:20","-9.127"
"14:12:30","-9.087"
"14:12:40","-9.045"
"14:12:50","-9.003"
"14:13:00","-8.964"
"14:13:10","-8.918"
"14:13:20","-8.905"
"14:13:30","-8.920"
"14:13:40","-9.003"
"14:13:50","-9.154"
"14:14:00","-9.345"
"14:14:10","-9.528"
"14:14:20","-9.687"
"14:14:30","-9.853"
"14:14:40","-10.117"
"14:14:50","-10.424"
"14:15:00","-10.571"
"14:15:10","-10.692"
"14:15:20","-10.655"
"14:15:30","-10.642"
"14:15:40","-10.630"
"14:15:50","-10.663"
"14:16:00","-10.652"
"14:16:10","-10.508"
"14:16:20","-10.446"
"14:16:30","-10.436"
"14:16:40","-10.453"
"14:16:50","-10.402"
"14:17:00","-10.375"
"14:17:10","-10.356"
"14:17:20","-10.331"
"14:17:30","-10.306"
"14:17:40","-10.270"
"14:17:50","-10.250"
"14:18:00","-10.211"
"14:18:10","-10.172"
"14:18:20","-10.151"
"14:18:30","-10.111"
"14:18:40","-10.084"
"14:18:50","-10.053"
"14:19:00","-10.010"
"14:19:10","-9.979"
"14:19:20","-9.944"
"14:19:30","-9.907"
"14:19:40","-9.875"
"14:19:50","-9.832"
"14:20:00","-9.801"
"14:20:10","-9.773"
"14:20:20","-9.730"
"14:20:30","-9.680"
"14:20:40","-9.639"
"14:20:50","-9.600"
"14:21:00","-9.574"
"14:21:10","-9.531"
"14:21:20","-9.500"
"14:21:30","-9.461"
"14:21:40","-9.423"
"14:21:50","-9.374"
"14:22:00","-9.319"
"14:22:10","-9.284"
"14:22:20","-9.248"
"14:22:30","-9.204"
"14:22:40","-9.182"
"14:22:50","-9.143"
"14:23:00","-9.115"
"14:23:10","-9.076"
"14:23:20","-9.030"
"14:23:30","-8.989"
"14:23:40","-8.831"
"14:23:50","-8.501"
"14:24:00","-8.122"
"14:24:10","-7.787"
"14:24:20","-7.489"
"14:24:30","-7.196"
"14:24:40","-6.870"
"14:24:50","-6.542"
"14:25:00","-6.284"
"14:25:10","-6.131"
"14:25:20","-6.043"
"14:25:30","-5.977"
"14:25:40","-5.693"
"14:25:50","-5.220"
"14:26:00","-4.678"
"14:26:10","-4.182"
"14:26:20","-3.618"
"14:26:30","-3.071"
"14:26:40","-2.659"
"14:26:50","-2.468"
"14:27:00","-2.229"
"14:27:10","-2.071"
"14:27:20","-1.917"
"14:27:30","-1.754"
"14:27:40","-1.767"
"14:27:50","-1.655"
"14:28:00","-1.458"
"14:28:10","-1.315"
"14:28:20","-1.287"
"14:28:30","-1.189"
"14:28:40","-1.088"
"14:28:50","-0.964"
"14:29:00","-0.785"
"14:29:10","-0.669"
"14:29:20","-0.594"
"14:29:30","-0.458"
"14:29:40","-0.376"
"14:29:50","-0.228"
"14:30:00","-0.158"
"14:30:10","-0.094"
"14:30:20","0.053"
"14:30:30","0.124"
"14:30:40","0.196"
"14:30:50","0.290"
"14:31:00","0.403"
"14:31:10","0.496"
"14:31:20","0.585"
"14:31:30","0.647"
"14:31:40","0.740"
"14:31:50","0.842"
"14:32:00","0.951"
"14:32:10","1.055"
"14:32:20","1.128"
"14:32:30","1.228"
"14:32:40","1.317"
"14:32:50","1.387"
"14:33:00","1.475"
"14:33:10","1.562"
"14:33:20","1.643"
"14:33:30","1.729"
"14:33:40","1.825"
"14:33:50","1.868"
"14:34:00","1.973"
"14:34:10","2.057"
"14:34:20","2.137"
"14:34:30","2.186"
"14:34:40","2.193"
"14:34:50","2.094"
"14:35:00","1.947"
"14:35:10","1.830"
"14:35:20","1.695"
"14:35:30","1.559"
"14:35:40","1.404"
"14:35:50","0.912"
"14:36:00","0.456"
"14:36:10","0.544"
"14:36:20","0.640"
"14:36:30","0.742"
"14:36:40","0.625"
"14:36:50","0.571"
"14:37:00","0.786"
"14:37:10","0.784"
"14:37:20","0.738"
"14:37:30","0.771"
"14:37:40","1.005"
"14:37:50","1.126"
"14:38:00","1.120"
"14:38:10","1.184"
"14:38:20","1.156"
"14:38:30","1.122"
"14:38:40","1.160"
"14:38:50","1.177"
"14:39:00","1.158"
"14:39:10","1.282"
"14:39:20","1.371"
"14:39:30","1.333"
"14:39:40","1.410"
"14:39:50","1.371"
"14:40:00","1.400"
"14:40:10","1.543"
"14:40:20","1.582"
"14:40:30","1.600"
"14:40:40","1.643"
"14:40:50","1.750"
"14:41:00","1.830"
"14:41:10","1.875"
"14:41:20","1.924"
"14:41:30","1.977"
"14:41:40","2.047"
"14:41:50","2.101"
"14:42:00","2.158"
"14:42:10","2.223"
"14:42:20","2.272"
"14:42:30","2.348"
"14:42:40","2.427"
"14:42:50","2.482"
"14:43:00","2.545"
"14:43:10","2.626"
"14:43:20","2.703"
"14:43:30","2.766"
"14:43:40","2.828"
"14:43:50","2.886"
"14:44:00","2.960"
"14:44:10","3.040"
"14:44:20","3.113"
"14:44:30","3.161"
"14:44:40","3.234"
"14:44:50","3.297"
"14:45:00","3.258"
"14:45:10","3.111"
"14:45:20","2.973"
"14:45:30","2.872"
"14:45:40","2.729"
"14:45:50","2.603"
"14:46:00","2.299"
"14:46:10","2.007"
"14:46:20","1.674"
"14:46:30","1.455"
"14:46:40","1.338"
"14:46:50","1.519"
"14:47:00","1.739"
"14:47:10","1.632"
"14:47:20","1.689"
"14:47:30","1.606"
"14:47:40","1.706"
"14:47:50","1.679"
"14:48:00","1.876"
"14:48:10","2.016"
"14:48:20","2.005"
"14:48:30","2.055"
"14:48:40","2.109"
"14:48:50","2.102"
"14:49:00","2.218"
"14:49:10","2.241"
"14:49:20","2.240"
"14:49:30","2.261"
"14:49:40","2.331"
"14:49:50","2.402"
"14:50:00","2.415"
"14:50:10","2.456"
"14:50:20","2.532"
"14:50:30","2.600"
"14:50:40","2.677"
"14:50:50","2.732"
"14:51:00","2.794"
"14:51:10","2.856"
"14:51:20","2.915"
"14:51:30","2.971"
"14:51:40","3.020"
"14:51:50","3.088"
"14:52:00","3.156"
"14:52:10","3.227"
"14:52:20","3.296"
"14:52:30","3.348"
"14:52:40","3.415"
"14:52:50","3.490"
"14:53:00","3.564"
"14:53:10","3.644"
"14:53:20","3.714"
"14:53:30","3.807"
"14:53:40","3.924"
"14:53:50","3.974"
"14:54:00","4.006"
"14:54:10","4.062"
"14:54:20","4.135"
"14:54:30","4.212"
"14:54:40","4.280"
"14:54:50","4.365"
"14:55:00","4.421"
"14:55:10","4.525"
"14:55:20","4.550"
"14:55:30","4.461"
"14:55:40","4.308"
"14:55:50","4.120"
"14:56:00","4.003"
"14:56:10","3.977"
"14:56:20","3.809"
"14:56:30","3.480"
"14:56:40","3.116"
"14:56:50","2.930"
"14:57:00","2.600"
"14:57:10","2.716"
"14:57:20","2.670"
"14:57:30","2.854"
"14:57:40","2.981"
"14:57:50","3.000"
"14:58:00","3.016"
"14:58:10","3.057"
"14:58:20","3.082"
"14:58:30","3.213"
"14:58:40","3.119"
"14:58:50","3.004"
"14:59:00","3.235"
"14:59:10","3.244"
"14:59:20","3.269"
"14:59:30","3.352"
"14:59:40","3.312"
"14:59:50","3.376"
"15:00:00","3.405"
"15:00:10","3.562"
"15:00:20","3.604"
"15:00:30","3.635"
"15:00:40","3.607"
"15:00:50","3.611"
"15:01:00","3.720"
"15:01:10","3.786"
"15:01:20","3.771"
"15:01:30","3.843"
"15:01:40","3.893"
"15:01:50","3.947"
"15:02:00","3.997"
"15:02:10","4.053"
"15:02:20","4.100"
"15:02:30","4.160"
"15:02:40","4.219"
"15:02:50","4.267"
"15:03:00","4.320"
"15:03:10","4.381"
"15:03:20","4.431"
"15:03:30","4.515"
"15:03:40","4.611"
"15:03:50","4.611"
"15:04:00","4.671"
"15:04:10","4.729"
"15:04:20","4.799"
"15:04:30","4.869"
"15:04:40","4.930"
"15:04:50","5.013"
"15:05:00","5.086"
"15:05:10","5.138"
"15:05:20","5.184"
"15:05:30","5.247"
"15:05:40","5.320"
"15:05:50","5.305"
"15:06:00","5.161"
"15:06:10","5.019"
"15:06:20","4.869"
"15:06:30","4.777"
"15:06:40","4.673"
"15:06:50","4.341"
"15:07:00","3.847"
"15:07:10","3.615"
"15:07:20","3.620"
"15:07:30","3.554"
"15:07:40","3.538"
"15:07:50","3.625"
"15:08:00","3.786"
"15:08:10","3.733"
"15:08:20","3.729"
"15:08:30","3.586"
"15:08:40","3.549"
"15:08:50","3.797"
"15:09:00","3.769"
"15:09:10","3.854"
"15:09:20","3.956"
"15:09:30","4.000"
"15:09:40","3.983"
"15:09:50","4.084"
"15:10:00","4.198"
"15:10:10","4.245"
"15:10:20","4.252"
"15:10:30","4.243"
"15:10:40","4.329"
"15:10:50","4.379"
"15:11:00","4.370"
"15:11:10","4.541"
"15:11:20","4.686"
"15:11:30","4.808"
"15:11:40","4.943"
"15:11:50","4.990"
"15:12:00","5.066"
"15:12:10","5.157"
"15:12:20","5.254"
"15:12:30","5.352"
"15:12:40","5.477"
"15:12:50","5.592"
"15:13:00","5.717"
"15:13:10","5.850"
"15:13:20","5.974"
"15:13:30","6.088"
"15:13:40","6.105"
"15:13:50","6.065"
"15:14:00","5.989"
"15:14:10","5.886"
"15:14:20","5.767"
"15:14:30","5.649"
"15:14:40","5.536"
"15:14:50","5.394"
"15:15:00","5.301"
"15:15:10","5.172"
"15:15:20","5.035"
"15:15:30","4.941"
"15:15:40","4.819"
"15:15:50","4.708"
"15:16:00","4.599"
"15:16:10","4.474"
"15:16:20","4.321"
"15:16:30","4.039"
"15:16:40","3.727"
"15:16:50","3.430"
"15:17:00","3.191"
"15:17:10","2.919"
"15:17:20","2.547"
"15:17:30","2.116"
"15:17:40","1.525"
"15:17:50","1.197"
"15:18:00","0.775"
"15:18:10","0.645"
"15:18:20","0.574"
"15:18:30","0.592"
"15:18:40","0.537"
"15:18:50","0.546"
"15:19:00","0.278"
"15:19:10","0.107"
"15:19:20","0.085"
"15:19:30","-0.075"
"15:19:40","-0.080"
"15:19:50","-0.047"
"15:20:00","0.118"
"15:20:10","0.155"
"15:20:20","0.174"
"15:20:30","0.229"
"15:20:40","0.307"
"15:20:50","0.358"
"15:21:00","0.367"
"15:21:10","0.485"
"15:21:20","0.621"
"15:21:30","0.663"
"15:21:40","0.767"
"15:21:50","0.843"
"15:22:00","0.914"
"15:22:10","1.052"
"15:22:20","1.172"
"15:22:30","1.229"
"15:22:40","1.310"
"15:22:50","1.397"
"15:23:00","1.545"
"15:23:10","1.665"
"15:23:20","1.746"
"15:23:30","1.841"
"15:23:40","1.938"
"15:23:50","2.049"
"15:24:00","2.157"
"15:24:10","2.255"
"15:24:20","2.384"
"15:24:30","2.480"
"15:24:40","2.574"
"15:24:50","2.695"
"15:25:00","2.818"
